행정구역,2023년01월_계_총인구수,2023년01월_계_연령구간인구수,2023년01월_계_0~9세,2023년01월_계_10~19세,2023년01월_계_20~29세,2023년01월_계_30~39세,2023년01월_계_40~49세,2023년01월_계_50~59세,2023년01월_계_60~69세,2023년01월_계_70~79세,2023년01월_계_80~89세,2023년01월_계_90~99세,2023년01월_계_100세 이상,2023년01월_남_총인구수,2023년01월_남_연령구간인구수,2023년01월_남_0~9세,2023년01월_남_10~19세,2023년01월_남_20~29세,2023년01월_남_30~39세,2023년01월_남_40~49세,2023년01월_남_50~59세,2023년01월_남_60~69세,2023년01월_남_70~79세,2023년01월_남_80~89세,2023년01월_남_90~99세,2023년01월_남_100세 이상,2023년01월_여_총인구수,2023년01월_여_연령구간인구수,2023년01월_여_0~9세,2023년01월_여_10~19세,2023년01월_여_20~29세,2023년01월_여_30~39세,2023년01월_여_40~49세,2023년01월_여_50~59세,2023년01월_여_60~69세,2023년01월_여_70~79세,2023년01월_여_80~89세,2023년01월_여_90~99세,2023년01월_여_100세 이상
경상남도 창원시 마산회원구 석전동(4812754500),"16,622","16,622","1,033","1,202","1,574","2,103","2,363","2,693","3,108","1,825",644,77,0,"8,255","8,255",529,615,833,"1,137","1,281","1,363","1,419",823,238,17,0,"8,367","8,367",504,587,741,966,"1,082","1,330","1,689","1,002",406,60,0
경상남도 창원시 마산회원구 회성동(4812755000),"5,741","5,741",131,283,470,485,642,996,"1,440",870,383,41,0,"2,906","2,906",72,151,269,290,374,533,675,377,151,14,0,"2,835","2,835",59,132,201,195,268,463,765,493,232,27,0
경상남도 창원시 마산회원구 양덕1동(4812756000),"10,804","10,804",460,813,"1,157","1,138","1,545","1,832","2,213","1,195",404,47,0,"5,390","5,390",247,432,634,638,814,911,997,549,162,6,0,"5,414","5,414",213,381,523,500,731,921,"1,216",646,242,41,0
경상남도 창원시 마산회원구 양덕2동(4812757000),"30,688","30,688","2,681","3,548","2,970","3,560","5,519","5,032","4,582","2,004",690,100,2,"15,063","15,063","1,361","1,855","1,644","1,739","2,708","2,381","2,155",931,274,15,0,"15,625","15,625","1,320","1,693","1,326","1,821","2,811","2,651","2,427","1,073",416,85,2
경상남도 창원시 마산회원구 합성1동(4812758000),"8,993","8,993",594,529,977,"1,135","1,316","1,489","1,664",916,340,31,2,"4,528","4,528",317,260,537,614,717,714,817,425,121,5,1,"4,465","4,465",277,269,440,521,599,775,847,491,219,26,1
경상남도 창원시 마산회원구 합성2동(4812759000),"7,359","7,359",201,448,876,683,988,"1,277","1,582",961,308,34,1,"3,687","3,687",97,234,481,413,532,671,701,441,113,4,0,"3,672","3,672",104,214,395,270,456,606,881,520,195,30,1
경상남도 창원시 마산회원구 구암1동(4812760000),"8,646","8,646",303,626,834,807,"1,135","1,586","1,946","1,004",372,33,0,"4,316","4,316",150,322,474,465,634,791,870,460,144,6,0,"4,330","4,330",153,304,360,342,501,795,"1,076",544,228,27,0
경상남도 창원시 마산회원구 구암2동(4812761000),"9,197","9,197",414,728,"1,159",960,"1,322","1,593","1,773",920,303,25,0,"4,599","4,599",213,383,595,536,701,790,811,440,125,5,0,"4,598","4,598",201,345,564,424,621,803,962,480,178,20,0
경상남도 창원시 마산회원구 봉암동(4812762000),"3,095","3,095",108,179,278,330,494,579,635,351,124,14,3,"1,739","1,739",62,101,182,213,303,329,331,178,38,2,0,"1,356","1,356",46,78,96,117,191,250,304,173,86,12,3
경상남도 창원시 진해구 (4812900000),"193,896","193,896","16,359","21,666","19,886","24,121","36,123","30,148","25,757","12,944","6,095",790,7,"99,674","99,674","8,505","11,225","11,484","12,839","18,909","15,837","12,590","5,944","2,178",163,0,"94,222","94,222","7,854","10,441","8,402","11,282","17,214","14,311","13,167","7,000","3,917",627,7
경상남도 창원시 진해구 충무동(4812953000),"16,491","16,491","1,167","1,756","2,039","2,006","2,741","2,241","2,186","1,456",788,110,1,"8,567","8,567",587,898,"1,304","1,152","1,441","1,207","1,031",617,304,26,0,"7,924","7,924",580,858,735,854,"1,300","1,034","1,155",839,484,84,1
경상남도 창원시 진해구 여좌동(4812954000),"8,304","8,304",255,597,755,637,"1,073","1,341","1,574","1,237",736,99,0,"4,109","4,109",147,332,468,375,563,674,727,523,281,19,0,"4,195","4,195",108,265,287,262,510,667,847,714,455,80,0
경상남도 창원시 진해구 태백동(4812955000),"3,695","3,695",143,235,345,291,438,597,754,570,287,35,0,"1,851","1,851",78,120,208,159,242,313,370,251,102,8,0,"1,844","1,844",65,115,137,132,196,284,384,319,185,27,0
경상남도 창원시 진해구 경화동(4812956000),"10,892","10,892",819,987,"1,036","1,224","1,711","1,785","1,866",977,436,51,0,"5,508","5,508",441,535,602,657,867,895,895,446,158,12,0,"5,384","5,384",378,452,434,567,844,890,971,531,278,39,0
경상남도 창원시 진해구 병암동(4812957000),"7,295","7,295",433,726,738,684,"1,163","1,213","1,220",697,380,41,0,"3,582","3,582",224,388,406,357,586,595,569,319,130,8,0,"3,713","3,713",209,338,332,327,577,618,651,378,250,33,0
경상남도 창원시 진해구 석동(4812958000),"17,506","17,506","1,181","2,421","2,216","1,953","3,301","2,967","2,179",898,345,43,2,"9,025","9,025",627,"1,250","1,256","1,075","1,581","1,563","1,095",426,139,13,0,"8,481","8,481",554,"1,171",960,878,"1,720","1,404","1,084",472,206,30,2
경상남도 창원시 진해구 이동(4812959000),"8,512","8,512",297,520,"1,046",966,"1,239","1,440","1,694",905,363,42,0,"4,518","4,518",162,274,643,599,711,748,817,423,136,5,0,"3,994","3,994",135,246,403,367,528,692,877,482,227,37,0
경상남도 창원시 진해구 자은동(4812960000),"20,906","20,906","1,941","2,319","2,050","2,699","3,832","3,501","2,884","1,117",494,67,2,"10,426","10,426",985,"1,185","1,133","1,362","1,956","1,687","1,422",536,143,17,0,"10,480","10,480",956,"1,134",917,"1,337","1,876","1,814","1,462",581,351,50,2
경상남도 창원시 진해구 덕산동(4812961000),"9,893","9,893",891,"1,185","1,082","1,196","1,688","1,392","1,327",733,357,42,0,"4,874","4,874",466,613,614,643,840,697,563,324,104,10,0,"5,019","5,019",425,572,468,553,848,695,764,409,253,32,0
경상남도 창원시 진해구 풍호동(4812962000),"25,340","25,340","2,857","3,537","2,015","3,070","5,288","3,466","3,223","1,257",555,71,1,"12,654","12,654","1,495","1,807","1,131","1,469","2,636","1,701","1,595",592,215,13,0,"12,686","12,686","1,362","1,730",884,"1,601","2,652","1,765","1,628",665,340,58,1
경상남도 창원시 진해구 웅천동(4812963000),"13,021","13,021","1,705","1,107","1,140","2,260","2,281","1,822","1,584",686,390,46,0,"6,580","6,580",883,576,586,"1,111","1,209",929,814,338,125,9,0,"6,441","6,441",822,531,554,"1,149","1,072",893,770,348,265,37,0
경상남도 창원시 진해구 웅동1동(4812964000),"7,866","7,866",510,760,806,895,"1,301","1,420","1,234",569,311,60,0,"3,996","3,996",266,405,438,483,651,748,613,296,88,8,0,"3,870","3,870",244,355,368,412,650,672,621,273,223,52,0
경상남도 창원시 진해구 웅동2동(4812965000),"44,175","44,175","4,160","5,516","4,618","6,240","10,067","6,963","4,032","1,842",653,83,1,"23,984","23,984","2,144","2,842","2,695","3,397","5,626","4,080","2,079",853,253,15,0,"20,191","20,191","2,016","2,674","1,923","2,843","4,441","2,883","1,953",989,400,68,1
경상남도 진주시 (4817000000),"343,487","343,487","24,861","34,420","42,233","39,546","52,122","56,950","50,666","26,736","13,917","1,985",51,"169,741","169,741","12,830","17,996","23,248","20,575","25,835","28,220","24,253","11,844","4,546",386,8,"173,746","173,746","12,031","16,424","18,985","18,971","26,287","28,730","26,413","14,892","9,371","1,599",43
경상남도 진주시 문산읍(4817025000),"7,929","7,929",546,661,657,832,983,"1,302","1,524",833,487,101,3,"4,012","4,012",303,358,339,460,530,694,807,371,134,16,0,"3,917","3,917",243,303,318,372,453,608,717,462,353,85,3
경상남도 진주시 내동면(4817031000),"4,000","4,000",288,441,400,361,604,727,616,337,195,30,1,"1,996","1,996",161,234,207,174,294,373,328,165,55,5,0,"2,004","2,004",127,207,193,187,310,354,288,172,140,25,1
경상남도 진주시 정촌면(4817032000),"8,772","8,772","1,002",561,884,"1,756","1,229","1,270","1,243",497,285,43,2,"4,464","4,464",488,281,499,936,678,615,634,249,81,3,0,"4,308","4,308",514,280,385,820,551,655,609,248,204,40,2
경상남도 진주시 금곡면(4817033000),"2,136","2,136",37,92,120,115,157,338,528,376,317,55,1,"1,042","1,042",14,53,76,68,103,196,280,160,87,5,0,"1,094","1,094",23,39,44,47,54,142,248,216,230,50,1
경상남도 진주시 진성면(4817035000),"1,845","1,845",44,46,96,117,120,326,483,303,261,47,2,911,911,24,19,56,68,76,188,247,143,78,11,1,934,934,20,27,40,49,44,138,236,160,183,36,1
경상남도 진주시 일반성면(4817036000),"2,523","2,523",82,160,177,155,257,473,549,355,277,38,0,"1,248","1,248",40,91,105,85,145,253,293,161,68,7,0,"1,275","1,275",42,69,72,70,112,220,256,194,209,31,0
경상남도 진주시 이반성면(4817037000),"1,545","1,545",16,34,63,56,87,230,470,287,252,49,1,782,782,10,20,48,37,56,152,238,137,72,12,0,763,763,6,14,15,19,31,78,232,150,180,37,1
경상남도 진주시 사봉면(4817038000),"1,476","1,476",26,52,53,67,134,201,366,293,243,40,1,716,716,10,27,35,35,89,125,186,142,60,7,0,760,760,16,25,18,32,45,76,180,151,183,33,1
경상남도 진주시 지수면(4817039000),"1,382","1,382",32,66,86,53,117,223,325,246,198,36,0,700,700,14,26,58,33,77,130,177,125,54,6,0,682,682,18,40,28,20,40,93,148,121,144,30,0
경상남도 진주시 대곡면(4817040000),"3,105","3,105",47,108,179,143,228,503,783,547,492,70,5,"1,555","1,555",25,61,123,92,152,292,395,261,141,12,1,"1,550","1,550",22,47,56,51,76,211,388,286,351,58,4
경상남도 진주시 금산면(4817041000),"20,500","20,500","1,764","2,676","2,176","2,220","3,449","3,418","2,790","1,270",648,88,1,"10,231","10,231",908,"1,427","1,236","1,121","1,628","1,710","1,373",584,230,14,0,"10,269","10,269",856,"1,249",940,"1,099","1,821","1,708","1,417",686,418,74,1
경상남도 진주시 집현면(4817042000),"4,532","4,532",183,385,358,323,570,854,924,520,361,53,1,"2,291","2,291",98,195,215,160,298,479,490,231,114,11,0,"2,241","2,241",85,190,143,163,272,375,434,289,247,42,1
경상남도 진주시 미천면(4817043000),"1,544","1,544",18,45,60,62,86,247,406,320,255,45,0,771,771,10,27,36,34,64,152,225,151,65,7,0,773,773,8,18,24,28,22,95,181,169,190,38,0
경상남도 진주시 명석면(4817044000),"3,916","3,916",106,169,276,211,360,730,"1,050",585,361,67,1,"1,914","1,914",52,81,145,121,200,365,536,277,121,16,0,"2,002","2,002",54,88,131,90,160,365,514,308,240,51,1
경상남도 진주시 대평면(4817045000),"1,007","1,007",20,42,79,44,87,159,253,161,137,24,1,479,479,11,15,45,23,48,86,136,74,36,5,0,528,528,9,27,34,21,39,73,117,87,101,19,1
경상남도 진주시 수곡면(4817046000),"2,158","2,158",45,80,118,87,178,380,577,339,310,44,0,"1,065","1,065",26,44,65,43,116,226,304,158,75,8,0,"1,093","1,093",19,36,53,44,62,154,273,181,235,36,0
경상남도 진주시 천전동(4817051500),"27,546","27,546","1,336","2,315","4,279","2,735","3,632","4,603","4,297","2,764","1,412",165,8,"13,585","13,585",729,"1,260","2,361","1,477","1,812","2,261","1,931","1,177",531,45,1,"13,961","13,961",607,"1,055","1,918","1,258","1,820","2,342","2,366","1,587",881,120,7
경상남도 진주시 성북동(4817055500),"10,019","10,019",353,653,"1,303","1,052","1,411","1,649","1,833","1,137",532,95,1,"4,951","4,951",171,349,671,587,768,840,855,496,193,21,0,"5,068","5,068",182,304,632,465,643,809,978,641,339,74,1
경상남도 진주시 중앙동(4817056500),"10,794","10,794",276,589,"1,062",862,"1,189","1,765","2,400","1,746",811,93,1,"5,187","5,187",155,322,569,491,679,936,"1,048",723,245,19,0,"5,607","5,607",121,267,493,371,510,829,"1,352","1,023",566,74,1
경상남도 진주시 상봉동(4817059500),"13,428","13,428",442,999,"1,610","1,169","1,661","2,470","2,595","1,631",743,106,2,"6,592","6,592",240,537,850,645,890,"1,267","1,177",704,255,27,0,"6,836","6,836",202,462,760,524,771,"1,203","1,418",927,488,79,2
경상남도 진주시 상대동(4817067300),"19,017","19,017",798,"1,475","2,703","1,962","2,492","3,442","3,333","1,932",799,80,1,"9,411","9,411",406,740,"1,495","1,109","1,272","1,651","1,534",857,328,19,0,"9,606","9,606",392,735,"1,208",853,"1,220","1,791","1,799","1,075",471,61,1
경상남도 진주시 하대동(4817067800),"23,748","23,748","1,119","2,180","3,396","2,528","3,260","4,745","3,994","1,728",700,97,1,"11,836","11,836",608,"1,157","1,895","1,394","1,611","2,253","1,886",789,226,16,1,"11,912","11,912",511,"1,023","1,501","1,134","1,649","2,492","2,108",939,474,81,0
경상남도 진주시 상평동(4817068000),"11,292","11,292",634,956,"1,388","1,316","1,654","1,942","1,908","1,066",371,55,2,"5,736","5,736",313,456,776,731,876,987,934,491,161,11,0,"5,556","5,556",321,500,612,585,778,955,974,575,210,44,2
경상남도 진주시 초장동(4817069500),"26,454","26,454","2,988","4,030","3,005","3,291","5,272","4,261","2,266",893,393,51,4,"13,362","13,362","1,587","2,262","1,701","1,550","2,453","2,114","1,166",391,127,9,2,"13,092","13,092","1,401","1,768","1,304","1,741","2,819","2,147","1,100",502,266,42,2
경상남도 진주시 평거동(4817071000),"26,722","26,722","1,768","3,243","3,760","2,780","4,318","5,117","3,377","1,421",820,116,2,"12,779","12,779",895,"1,669","2,036","1,412","1,877","2,367","1,653",578,265,26,1,"13,943","13,943",873,"1,574","1,724","1,368","2,441","2,750","1,724",843,555,90,1
경상남도 진주시 신안동(4817071500),"11,326","11,326",551,"1,000","1,492","1,087","1,506","1,929","2,032","1,102",563,61,3,"5,377","5,377",285,520,804,566,737,876,872,481,221,15,0,"5,949","5,949",266,480,688,521,769,"1,053","1,160",621,342,46,3
경상남도 진주시 이현동(4817072000),"11,459","11,459",553,"1,165","1,336",980,"1,626","2,199","2,052","1,059",424,62,3,"5,651","5,651",300,667,762,521,770,"1,042",955,485,137,12,0,"5,808","5,808",253,498,574,459,856,"1,157","1,097",574,287,50,3
경상남도 진주시 판문동(4817073000),"20,769","20,769","2,037","2,985","2,212","2,173","4,001","3,333","2,450","1,027",484,66,1,"9,873","9,873","1,027","1,436","1,160","1,029","1,852","1,637","1,144",425,152,11,0,"10,896","10,896","1,010","1,549","1,052","1,144","2,149","1,696","1,306",602,332,55,1
경상남도 진주시 가호동(4817074000),"29,215","29,215","2,415","2,687","5,838","4,562","4,282","4,254","3,157","1,354",593,72,1,"14,836","14,836","1,243","1,395","3,347","2,460","2,121","2,065","1,462",556,179,8,0,"14,379","14,379","1,172","1,292","2,491","2,102","2,161","2,189","1,695",798,414,64,1
경상남도 진주시 충무공동(4817075000),"33,328","33,328","5,335","4,525","3,067","6,447","7,172","3,860","2,085",607,193,36,1,"16,388","16,388","2,677","2,267","1,533","3,113","3,563","1,888",987,302,55,2,1,"16,940","16,940","2,658","2,258","1,534","3,334","3,609","1,972","1,098",305,138,34,0
경상남도 통영시 (4822000000),"122,511","122,511","7,361","12,636","9,789","10,915","20,180","21,604","22,060","11,767","5,504",680,15,"61,493","61,493","3,689","6,516","5,530","5,578","10,712","11,348","10,707","5,496","1,797",120,0,"61,018","61,018","3,672","6,120","4,259","5,337","9,468","10,256","11,353","6,271","3,707",560,15
경상남도 통영시 산양읍(4822025000),"4,401","4,401",85,193,228,249,512,827,"1,092",708,451,54,2,"2,305","2,305",38,105,136,140,321,491,594,342,129,9,0,"2,096","2,096",47,88,92,109,191,336,498,366,322,45,2
경상남도 통영시 용남면(4822031000),"12,073","12,073",908,"1,479",935,"1,103","2,147","2,191","1,787",941,510,70,2,"6,016","6,016",431,745,527,537,"1,095","1,155",904,448,160,14,0,"6,057","6,057",477,734,408,566,"1,052","1,036",883,493,350,56,2
경상남도 통영시 도산면(4822033000),"2,768","2,768",49,97,137,131,241,478,753,512,318,50,2,"1,423","1,423",31,50,85,80,160,277,390,246,97,7,0,"1,345","1,345",18,47,52,51,81,201,363,266,221,43,2
경상남도 통영시 광도면(4822034000),"30,782","30,782","3,084","4,273","2,585","3,734","6,725","4,848","3,430","1,429",603,70,1,"15,644","15,644","1,561","2,225","1,404","1,823","3,465","2,564","1,690",692,208,12,0,"15,138","15,138","1,523","2,048","1,181","1,911","3,260","2,284","1,740",737,395,58,1
경상남도 통영시 욕지면(4822035000),"1,926","1,926",25,79,99,78,246,408,481,308,181,21,0,"1,098","1,098",17,45,59,50,174,245,267,162,75,4,0,828,828,8,34,40,28,72,163,214,146,106,17,0
경상남도 통영시 한산면(4822036000),"1,883","1,883",17,51,63,75,142,295,472,416,319,32,1,973,973,7,28,38,48,100,190,260,193,101,8,0,910,910,10,23,25,27,42,105,212,223,218,24,1
경상남도 통영시 사량면(4822037000),"1,383","1,383",13,23,46,51,94,255,426,254,189,30,2,696,696,4,12,29,35,67,150,230,114,51,4,0,687,687,9,11,17,16,27,105,196,140,138,26,2
경상남도 통영시 도천동(4822051000),"8,503","8,503",304,760,796,549,"1,174","1,542","1,815","1,005",510,48,0,"4,229","4,229",156,346,476,299,632,826,862,463,164,5,0,"4,274","4,274",148,414,320,250,542,716,953,542,346,43,0
경상남도 통영시 명정동(4822053000),"2,688","2,688",58,145,175,129,278,493,677,488,217,28,0,"1,314","1,314",23,66,100,71,169,271,327,207,73,7,0,"1,374","1,374",35,79,75,58,109,222,350,281,144,21,0
경상남도 통영시 중앙동(4822055000),"3,634","3,634",85,182,228,227,409,692,930,574,281,26,0,"1,808","1,808",35,99,134,131,255,376,441,238,93,6,0,"1,826","1,826",50,83,94,96,154,316,489,336,188,20,0
경상남도 통영시 정량동(4822059000),"8,435","8,435",324,637,562,670,"1,201","1,669","1,855","1,057",414,46,0,"4,247","4,247",159,327,316,374,696,881,844,499,140,11,0,"4,188","4,188",165,310,246,296,505,788,"1,011",558,274,35,0
경상남도 통영시 북신동(4822060000),"10,148","10,148",582,928,808,930,"1,443","1,663","2,157","1,156",430,50,1,"4,820","4,820",300,478,460,470,736,749,925,537,156,9,0,"5,328","5,328",282,450,348,460,707,914,"1,232",619,274,41,1
경상남도 통영시 미수동(4822066500),"10,732","10,732",596,"1,348",889,861,"1,786","1,990","2,017",866,333,45,1,"5,231","5,231",302,683,505,408,893,968,986,394,86,6,0,"5,501","5,501",294,665,384,453,893,"1,022","1,031",472,247,39,1
경상남도 통영시 봉평동(4822067000),"9,764","9,764",372,881,815,753,"1,365","1,848","2,049","1,125",487,68,1,"5,006","5,006",178,459,478,400,762,"1,016","1,020",506,172,15,0,"4,758","4,758",194,422,337,353,603,832,"1,029",619,315,53,1
경상남도 통영시 무전동(4822070000),"13,391","13,391",859,"1,560","1,423","1,375","2,417","2,405","2,119",928,261,42,2,"6,683","6,683",447,848,783,712,"1,187","1,189",967,455,92,3,0,"6,708","6,708",412,712,640,663,"1,230","1,216","1,152",473,169,39,2
경상남도 사천시 (4824000000),"109,357","109,357","6,932","10,165","9,836","10,653","17,030","18,439","18,016","10,942","6,330",999,15,"55,249","55,249","3,579","5,253","5,960","5,841","8,918","9,901","8,805","4,784","2,043",164,1,"54,108","54,108","3,353","4,912","3,876","4,812","8,112","8,538","9,211","6,158","4,287",835,14
경상남도 사천시 사천읍(4824025000),"17,801","17,801","1,198","1,716","2,174","2,218","3,093","3,136","2,285","1,153",720,107,1,"9,423","9,423",618,879,"1,320","1,321","1,664","1,711","1,145",521,226,18,0,"8,378","8,378",580,837,854,897,"1,429","1,425","1,140",632,494,89,1
경상남도 사천시 정동면(4824031000),"13,972","13,972","1,349","1,633","1,450","1,992","2,485","2,238","1,504",773,443,103,2,"7,021","7,021",691,838,844,"1,038","1,215","1,178",747,325,129,16,0,"6,951","6,951",658,795,606,954,"1,270","1,060",757,448,314,87,2
경상남도 사천시 사남면(4824032000),"15,462","15,462","1,635","2,157","1,472","2,005","3,176","2,087","1,513",862,460,94,1,"8,023","8,023",871,"1,082",923,"1,074","1,627","1,175",744,365,147,15,0,"7,439","7,439",764,"1,075",549,931,"1,549",912,769,497,313,79,1
경상남도 사천시 용현면(4824033000),"7,233","7,233",471,668,433,633,"1,198","1,163","1,323",799,461,84,0,"3,623","3,623",218,350,252,316,680,620,653,366,156,12,0,"3,610","3,610",253,318,181,317,518,543,670,433,305,72,0
경상남도 사천시 축동면(4824034000),"1,508","1,508",31,43,67,82,134,256,399,258,200,38,0,782,782,16,25,39,55,81,157,226,122,54,7,0,726,726,15,18,28,27,53,99,173,136,146,31,0
경상남도 사천시 곤양면(4824035000),"3,242","3,242",59,133,196,152,278,538,818,582,418,68,0,"1,679","1,679",40,75,126,99,164,311,437,268,142,17,0,"1,563","1,563",19,58,70,53,114,227,381,314,276,51,0
경상남도 사천시 곤명면(4824036000),"2,756","2,756",57,72,128,111,226,480,713,504,403,61,1,"1,373","1,373",33,41,85,68,150,287,355,218,124,12,0,"1,383","1,383",24,31,43,43,76,193,358,286,279,49,1
경상남도 사천시 서포면(4824037000),"3,427","3,427",61,118,197,141,284,609,861,610,465,79,2,"1,683","1,683",29,57,128,79,176,346,434,279,144,11,0,"1,744","1,744",32,61,69,62,108,263,427,331,321,68,2
경상남도 사천시 동서동(4824051000),"5,649","5,649",134,250,324,310,586,938,"1,413","1,077",551,65,1,"2,734","2,734",66,128,195,189,342,549,622,445,187,11,0,"2,915","2,915",68,122,129,121,244,389,791,632,364,54,1
경상남도 사천시 선구동(4824052000),"4,824","4,824",163,283,413,352,582,900,"1,056",684,347,44,0,"2,369","2,369",81,153,270,200,323,441,491,292,111,7,0,"2,455","2,455",82,130,143,152,259,459,565,392,236,37,0
경상남도 사천시 동서금동(4824053000),"6,218","6,218",410,504,462,575,913,"1,074","1,130",775,337,35,3,"3,028","3,028",196,271,272,298,476,547,525,316,120,7,0,"3,190","3,190",214,233,190,277,437,527,605,459,217,28,3
경상남도 사천시 벌용동(4824055000),"15,220","15,220",832,"1,625","1,457","1,218","2,391","2,891","2,573","1,426",721,84,2,"7,378","7,378",442,843,833,626,"1,114","1,440","1,216",614,235,15,0,"7,842","7,842",390,782,624,592,"1,277","1,451","1,357",812,486,69,2
경상남도 사천시 향촌동(4824057000),"6,765","6,765",290,578,698,501,"1,028","1,267","1,265",708,370,59,1,"3,534","3,534",146,310,441,283,551,695,653,310,137,8,0,"3,231","3,231",144,268,257,218,477,572,612,398,233,51,1
경상남도 사천시 남양동(4824059500),"5,040","5,040",241,377,356,354,636,825,"1,094",673,407,76,1,"2,480","2,480",132,196,226,189,339,421,523,321,124,8,1,"2,560","2,560",109,181,130,165,297,404,571,352,283,68,0
경상남도 사천시 신수출장소(4824089000),240,240,1,8,9,9,20,37,69,58,27,2,0,119,119,0,5,6,6,16,23,34,22,7,0,0,121,121,1,3,3,3,4,14,35,36,20,2,0
경상남도 사천남양출장소 (4824500000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 김해시 (4825000000),"534,935","534,935","42,034","60,127","63,006","63,861","94,115","100,357","67,749","28,679","13,297","1,677",33,"270,566","270,566","21,615","30,951","34,601","33,301","46,805","50,978","34,745","12,949","4,304",312,5,"264,369","264,369","20,419","29,176","28,405","30,560","47,310","49,379","33,004","15,730","8,993","1,365",28
경상남도 김해시 진영읍(4825025000),"55,151","55,151","5,472","6,489","4,817","7,321","11,122","8,791","6,724","2,888","1,337",187,3,"28,374","28,374","2,821","3,377","2,668","3,767","5,934","4,641","3,315","1,371",455,25,0,"26,777","26,777","2,651","3,112","2,149","3,554","5,188","4,150","3,409","1,517",882,162,3
경상남도 김해시 주촌면(4825032000),"19,017","19,017","2,894","1,407","1,850","3,865","3,305","2,907","1,911",558,278,42,0,"9,747","9,747","1,473",710,976,"1,946","1,781","1,405","1,065",294,86,11,0,"9,270","9,270","1,421",697,874,"1,919","1,524","1,502",846,264,192,31,0
경상남도 김해시 진례면(4825033000),"6,110","6,110",158,283,491,444,686,"1,274","1,474",799,417,84,0,"3,361","3,361",89,155,311,276,419,750,810,381,148,22,0,"2,749","2,749",69,128,180,168,267,524,664,418,269,62,0
경상남도 김해시 한림면(4825034000),"6,992","6,992",138,256,460,487,633,"1,355","1,887","1,073",605,97,1,"3,820","3,820",76,143,286,315,415,798,"1,042",544,188,13,0,"3,172","3,172",62,113,174,172,218,557,845,529,417,84,1
경상남도 김해시 생림면(4825035000),"3,669","3,669",59,103,235,229,307,736,"1,036",594,334,36,0,"1,957","1,957",41,53,142,142,177,425,558,294,119,6,0,"1,712","1,712",18,50,93,87,130,311,478,300,215,30,0
경상남도 김해시 상동면(4825036000),"3,093","3,093",61,122,210,246,284,644,887,415,187,34,3,"1,716","1,716",37,70,133,158,175,362,494,213,71,3,0,"1,377","1,377",24,52,77,88,109,282,393,202,116,31,3
경상남도 김해시 대동면(4825037000),"5,436","5,436",106,196,288,321,464,917,"1,622",962,478,79,3,"2,818","2,818",56,110,172,196,280,495,863,470,160,16,0,"2,618","2,618",50,86,116,125,184,422,759,492,318,63,3
경상남도 김해시 동상동(4825051000),"9,291","9,291",461,603,"1,123","1,153","1,213","1,800","1,802",751,349,35,1,"4,765","4,765",235,306,621,640,635,931,931,341,118,6,1,"4,526","4,526",226,297,502,513,578,869,871,410,231,29,0
경상남도 김해시 회현동(4825052000),"8,669","8,669",508,527,881,"1,103","1,059","1,600","1,648",889,395,59,0,"4,325","4,325",283,265,497,572,560,786,831,368,155,8,0,"4,344","4,344",225,262,384,531,499,814,817,521,240,51,0
경상남도 김해시 부원동(4825053000),"9,448","9,448",482,555,"1,216","1,111","1,208","2,015","1,750",776,306,29,0,"4,834","4,834",262,280,667,613,650,"1,025",863,359,112,3,0,"4,614","4,614",220,275,549,498,558,990,887,417,194,26,0
경상남도 김해시 내외동(4825054000),"72,749","72,749","4,140","7,063","10,970","8,735","10,750","16,101","9,652","3,345","1,802",187,4,"36,296","36,296","2,165","3,675","5,998","4,656","5,105","7,663","5,082","1,414",497,41,0,"36,453","36,453","1,975","3,388","4,972","4,079","5,645","8,438","4,570","1,931","1,305",146,4
경상남도 김해시 북부동(4825055000),"82,497","82,497","6,722","10,373","10,577","9,457","14,951","16,008","9,153","3,442","1,609",200,5,"41,256","41,256","3,456","5,425","5,754","4,856","7,067","7,997","4,665","1,482",510,42,2,"41,241","41,241","3,266","4,948","4,823","4,601","7,884","8,011","4,488","1,960","1,099",158,3
경상남도 김해시 칠산서부동(4825056500),"9,231","9,231",425,649,"1,096",902,"1,206","1,910","1,807",829,368,38,1,"4,913","4,913",241,337,631,522,672,"1,022",961,395,122,10,0,"4,318","4,318",184,312,465,380,534,888,846,434,246,28,1
경상남도 김해시 활천동(4825058000),"38,840","38,840","2,053","3,555","5,290","4,111","5,676","8,437","6,093","2,461","1,039",125,0,"19,813","19,813","1,084","1,862","2,888","2,294","2,930","4,129","3,182","1,094",324,26,0,"19,027","19,027",969,"1,693","2,402","1,817","2,746","4,308","2,911","1,367",715,99,0
경상남도 김해시 삼안동(4825059000),"31,624","31,624","1,231","2,576","5,126","2,922","4,131","7,113","5,329","2,095",994,104,3,"16,229","16,229",644,"1,312","2,921","1,677","2,097","3,498","2,832",927,303,17,1,"15,395","15,395",587,"1,264","2,205","1,245","2,034","3,615","2,497","1,168",691,87,2
경상남도 김해시 불암동(4825060000),"7,157","7,157",379,727,864,672,"1,033","1,498","1,244",503,216,20,1,"3,660","3,660",203,361,485,376,514,752,655,234,76,4,0,"3,497","3,497",176,366,379,296,519,746,589,269,140,16,1
